True Strain (unitless),True Stress (Pa)
0.04688358589885046,2292164.1025641025
0.04697900119399464,2303132.564102564
0.04707440738592885,2303352.307692308
0.04716980447638993,2311635.8974358975
0.04726519246711422,2311856.41025641
0.047360571359837574,2320142.307692308
0.04755130185822235,2320584.871794872
0.04755130185822235,2331340.769230769
0.047646653467352994,2331563.0769230765
0.0477419959854211,2339853.8461538465
0.04783732941416006,2340076.923076923
0.04802796901058147,2348593.846153846
0.048123275181728174,2359579.7435897435
0.04821857227047444,2359804.615384616
0.048313860278550724,2368102.5641025645
0.04840913920768763,2368328.2051282055
0.048504409059615054,2376628.4615384615
0.04859966983606241,2376854.871794872
0.0486949215387586,2377081.282051282
0.04879016416943205,2388076.9230769235
0.04888539772981066,2388304.358974359
0.04898062222162188,2396610.2564102565
0.049075837646592645,2396838.4615384615
0.04917104400644938,2405146.6666666665
0.04926624130291805,2405375.6410256405
0.04936142953772409,2416380.0
0.04945660871259249,2416610.0
0.04955177882924771,2424923.0769230765
0.04964693988941372,2425153.846153846
0.04974209189481401,2433469.2307692305
0.049837234847171584,2444481.282051282
0.04993236874820893,2452800.0
0.05002749359964807,2453033.3333333335
0.05012260940321052,2453266.6666666665
0.050217716160617515,2461588.461538462
0.05031281387358918,2461822.5641025645
0.05050298217310683,2473078.461538462
0.050598052763091435,2473313.58974359
0.050693114315518165,2481641.025641026
0.050788166832105096,2481876.923076923
0.05088321031456982,2490206.6666666665
0.050978244764629456,2490443.333333333
0.05107327018400062,2501473.846153846
0.051168286574399424,2501711.5384615385
0.05126329393754151,2510046.1538461535
0.05135829227514204,2510284.615384615
0.05145328158891566,2518621.5384615385
0.051548261880576554,2518860.7692307695
0.051643233151838386,2529900.0
0.05173819540441437,2530140.256410256
0.0518331486400172,2538482.0512820515
0.051928092860359105,2538723.076923077
0.05202302806715181,2547067.1794871795
0.05211795426210677,2547308.9743589745
0.052212871446934324,2547550.7692307695
0.052307779623344944,2558599.743589744
0.05240267879304842,2566948.717948718
0.05259245011917063,2567435.8974358975
0.05259245011917063,2575543.58974359
0.05278218543896948,2576032.3076923075
0.05287703960076694,2587090.0
0.052971884766105724,2587335.384615385
0.05306672093669223,2595692.3076923075
0.05316154811423234,2595938.4615384615
0.053256366300431464,2604297.692307692
0.053351175496994536,2604544.615384615
0.05344597570562598,2615611.0256410255
0.05354076692802976,2615858.974358974
0.05363554916590934,2624223.0769230765
0.05373032242096771,2624471.7948717945
0.05382508669490737,2632838.205128205
0.05391984198943033,2633087.692307692
0.05401458830623835,2644162.820512821
0.05410932564703204,2644413.333333334
0.054204054013512186,2644663.846153847
0.054298773407378875,2644914.3589743595
0.0543934838303317,2653287.17948718
0.054488185284069776,2653538.461538462
0.05458287777029175,2661913.58974359
0.05467756129069576,2672998.461538462
0.05477223584697948,2673251.538461539
0.0548669014408401,2681630.7692307695
0.054961558073974334,2690011.5384615385
0.05505620574807839,2690266.1538461535
0.055245474225978475,2690775.3846153845
0.055340095033164546,2701870.0
0.055434706888100524,2702125.641025641
0.05552930979248023,2702381.282051282
0.05562390374799701,2710769.2307692305
0.0557184887563437,2711025.6410256405
0.055813064819212686,2711282.051282051
0.055907631938296086,2738653.8461538465
0.05600219011528488,2738912.820512821
0.05609673935187022,2739171.7948717955
0.05619127964974256,2739430.7692307695
0.05628581101059189,2739689.743589744
0.05638033343610769,2739948.7179487185
0.05647484692797899,2740207.6923076925
0.056569351487894326,2767600.0
0.056663847117541764,2767861.5384615385
0.05675833381860888,2768123.076923077
0.05685281159278279,2768384.6153846155
0.05694728044175011,2768646.153846154
0.057041740367196996,2768907.6923076925
0.057136191370809115,2769169.230769231
0.057230633454271665,2796582.051282051
0.05732506661926935,2796846.1538461535
0.05751390620060664,2797374.3589743585
0.057608312620313275,2797638.4615384615
0.057702710128289154,2797902.564102564
0.057797098726216814,2825333.3333333335
0.057797098726216814,2825333.3333333335
0.05798584919865335,2825866.6666666665
0.058080211076524724,2826133.3333333335
0.058174564051072235,2826400.0
0.058268908123975824,2826666.6666666665
0.05836324329691498,2854115.384615385
0.05845756957156869,2854384.6153846155
0.058551886949615495,2854653.8461538465
0.05864619543273343,2854923.076923077
0.058740495022600085,2855192.307692308
0.058834785720892555,2855461.5384615385
0.05892906752928747,2882928.205128205
0.059023340449460976,2883200.0
0.05911760448308876,2883471.794871795
0.05930610589740751,2884015.3846153845
0.05930610589740751,2884015.3846153845
0.059400343281447464,2884287.1794871795
0.05949457178563967,2911771.7948717945
0.059588791411657446,2912046.1538461535
0.05968300216117384,2912320.512820513
0.059777204035860794,2912594.871794872
0.05996558116743413,2913143.58974359
0.060059756427662876,2913417.948717949
0.060153922819747144,2940923.0769230775
0.060248080345356926,2941200.0000000005
0.06034222900616176,2941476.9230769235
0.06043636880383071,2941753.8461538465
0.06053049974003236,2942030.7692307695
0.06062462181643484,2942307.6923076925
0.0607187350347058,2969830.7692307695
0.0608128393965124,2970110.2564102565
0.06090693490352136,2970389.7435897435
0.06100102155739891,2970669.230769231
0.06109509935981083,2970948.717948718
0.061189168312422396,2971228.205128205
0.06128322841689845,2971507.692307692
0.06137727967490334,2999051.282051282
0.06147132208810096,2999333.333333333
0.06156535565815473,2999615.3846153845
0.06165938038672779,2999897.435897436
0.061753396275482215,3000179.4871794875
0.06184740332608023,3000461.5384615385
0.06194140154018336,3000743.58974359
0.0620353909194527,3028307.6923076925
0.06212937146554883,3028592.3076923075
0.062317306064861584,3029161.5384615385
0.062411260121397076,3029446.1538461535
0.06250520535139711,3029730.769230769
0.06259914175651995,3030015.3846153845
0.0626930693384234,3030300.0
0.06278698809876479,3030584.615384615
0.062880898039201,3058174.358974359
0.06297479916138839,3058461.5384615385
0.06306869146698292,3058748.717948718
0.06316257495764005,3059035.8974358975
0.06325644963501477,3059323.076923077
0.06335031550076162,3059610.2564102565
0.06344417255653488,3087217.948717949
0.06353802080398753,3087507.692307692
0.06363186024477352,3087797.4358974365
0.0637256908805449,3088087.17948718
0.06381951271295411,3088376.9230769235
0.06391332574365285,3088666.666666667
0.06400712997429242,3116292.307692308
0.06410092540652364,3116584.6153846155
0.06428848988236187,3117169.2307692305
0.06428848988236187,3117169.2307692305
0.06438225892926822,3117461.5384615385
0.06456977064930007,3118046.1538461535
0.06466351332572212,3118338.4615384615
0.0647572472152785,3145987.1794871795
0.06485097231961627,3146282.0512820515
0.0649446886403821,3146576.923076923
0.06503839617922215,3146871.794871795
